docket,amicus,argDate,argMonth,argYear,caseName,cutoffs_ALL,cutoffs_BREYER,cutoffs_GINSBURG,cutoffs_KENNEDY,cutoffs_ROBERTS,cutoffs_SCALIA,decDate,majVotes,minVotes,winner,words_BREYER,words_GINSBURG,words_KENNEDY,words_ROBERTS,words_SCALIA,sentiment_BREYER,sentiment_GINSBURG,sentiment_KENNEDY,sentiment_ROBERTS,sentiment_SCALIA,petitioner_dk,respondent_dk,caseOrigin_circuit,caseSource_circuit,source_origin_diff,lcDispositionDirection,lcDisposition,issueArea,certReason,jurisdiction,adminAction,adminActionState,BREYER_pet_wc,BREYER_res_wc,BREYER_pet_qc,BREYER_res_qc,BREYER_pet_cc,BREYER_res_cc,GINSBURG_pet_wc,GINSBURG_res_wc,GINSBURG_pet_qc,GINSBURG_res_qc,GINSBURG_pet_cc,GINSBURG_res_cc,KENNEDY_pet_wc,KENNEDY_res_wc,KENNEDY_pet_qc,KENNEDY_res_qc,KENNEDY_pet_cc,KENNEDY_res_cc,ROBERTS_pet_wc,ROBERTS_res_wc,ROBERTS_pet_qc,ROBERTS_res_qc,ROBERTS_pet_cc,ROBERTS_res_cc,SCALIA_pet_wc,SCALIA_res_wc,SCALIA_pet_qc,SCALIA_res_qc,SCALIA_pet_cc,SCALIA_res_cc,neuralegal_resp,neuralegal_pet,BREYER_pet_questions,BREYER_res_questions,BREYER_question_diff,BREYER_avg_words_pet,BREYER_avg_words_res,BREYER_avg_words_diff,BREYER_wc_ratio_pet,BREYER_wc_ratio_res,BREYER_wc_ratio_diff,BREYER_cc_ratio_pet,BREYER_cc_ratio_res,BREYER_cc_ratio_diff,BREYER_qc_ratio_pet,BREYER_qc_ratio_res,BREYER_qc_ratio_diff,GINSBURG_pet_questions,GINSBURG_res_questions,GINSBURG_question_diff,GINSBURG_avg_words_pet,GINSBURG_avg_words_res,GINSBURG_avg_words_diff,GINSBURG_wc_ratio_pet,GINSBURG_wc_ratio_res,GINSBURG_wc_ratio_diff,GINSBURG_cc_ratio_pet,GINSBURG_cc_ratio_res,GINSBURG_cc_ratio_diff,GINSBURG_qc_ratio_pet,GINSBURG_qc_ratio_res,GINSBURG_qc_ratio_diff,KENNEDY_pet_questions,KENNEDY_res_questions,KENNEDY_question_diff,KENNEDY_avg_words_pet,KENNEDY_avg_words_res,KENNEDY_avg_words_diff,KENNEDY_wc_ratio_pet,KENNEDY_wc_ratio_res,KENNEDY_wc_ratio_diff,KENNEDY_cc_ratio_pet,KENNEDY_cc_ratio_res,KENNEDY_cc_ratio_diff,KENNEDY_qc_ratio_pet,KENNEDY_qc_ratio_res,KENNEDY_qc_ratio_diff,ROBERTS_pet_questions,ROBERTS_res_questions,ROBERTS_question_diff,ROBERTS_avg_words_pet,ROBERTS_avg_words_res,ROBERTS_avg_words_diff,ROBERTS_wc_ratio_pet,ROBERTS_wc_ratio_res,ROBERTS_wc_ratio_diff,ROBERTS_cc_ratio_pet,ROBERTS_cc_ratio_res,ROBERTS_cc_ratio_diff,ROBERTS_qc_ratio_pet,ROBERTS_qc_ratio_res,ROBERTS_qc_ratio_diff,SCALIA_pet_questions,SCALIA_res_questions,SCALIA_question_diff,SCALIA_avg_words_pet,SCALIA_avg_words_res,SCALIA_avg_words_diff,SCALIA_wc_ratio_pet,SCALIA_wc_ratio_res,SCALIA_wc_ratio_diff,SCALIA_cc_ratio_pet,SCALIA_cc_ratio_res,SCALIA_cc_ratio_diff,SCALIA_qc_ratio_pet,SCALIA_qc_ratio_res,SCALIA_qc_ratio_diff
05-848X,1,11/1/2006,11,2006,ENVIRONMENTAL DEFENSE et al. v. DUKE ENERGY CORPORATION et al.,12,1.0,1.0,-1.0,-0.333333333,0.428571429,4/2/2007,9.0,0.0,1.0,1,-1,-1,-1,-1,0.072461341,0.030018939,-0.133912656,-0.052244561,-0.02897592,14.0,1.0,4.0,4.0,1,1.0,2.0,8,12.0,1,1,0,316,811,3,5,11,40,166,51,5,1,9,4,198,106,5,2,8,5,369,184,8,4,21,10,663,257,9,5,36,19,0.268,0.782,0.272727272727,0.125,0,28.7272727273,20.275,1,0.280390417036,0.719609582964,-1,0.21568627451,0.78431372549,-1,0.375,0.625,-1,0.555555555556,0.25,1,18.4444444444,12.75,1,0.764976958525,0.235023041475,1,0.692307692308,0.307692307692,1,0.833333333333,0.166666666667,1,0.625,0.4,1,24.75,21.2,1,0.651315789474,0.348684210526,1,0.615384615385,0.384615384615,1,0.714285714286,0.285714285714,1,0.380952380952,0.4,0,17.5714285714,18.4,-1,0.667269439421,0.332730560579,1,0.677419354839,0.322580645161,1,0.666666666667,0.333333333333,1,0.25,0.263157894737,0,18.4166666667,13.5263157895,1,0.720652173913,0.279347826087,1,0.654545454545,0.345454545455,1,0.642857142857,0.357142857143,1
05-85XX,1,4/16/2007,4,2007,POWEREX CORP. v. RELIANT ENERGY SERVICES INC. et al.,-6,0.25,-0.454545455,0.0,-0.2,-0.2,6/18/2007,7.0,2.0,1.0,1,-1,0,-1,-1,-0.332868948,-0.00769246,-0.26114418,0.039472625,0.143769841,0.0,1.0,9.0,9.0,1,2.0,1.5,9,11.0,1,0,0,301,603,11,11,26,46,402,214,8,3,22,11,100,129,4,3,7,4,353,112,4,0,17,5,312,69,2,0,24,9,0.282,0.553,0.423076923077,0.239130434783,0,11.5769230769,13.1086956522,-1,0.33296460177,0.66703539823,-1,0.361111111111,0.638888888889,-1,0.5,0.5,0,0.363636363636,0.272727272727,0,18.2727272727,19.4545454545,-1,0.652597402597,0.347402597403,1,0.666666666667,0.333333333333,1,0.727272727273,0.272727272727,1,0.571428571429,0.75,0,14.2857142857,32.25,-1,0.436681222707,0.563318777293,0,0.636363636364,0.363636363636,1,0.571428571429,0.428571428571,0,0.235294117647,0.0,1,20.7647058824,22.4,-1,0.759139784946,0.240860215054,1,0.772727272727,0.227272727273,1,1.0,0.0,1,0.0833333333333,0.0,0,13.0,7.66666666667,1,0.818897637795,0.181102362205,1,0.727272727273,0.272727272727,1,1.0,0.0,1
05-908X,1,12/4/2006,12,2006,PARENTS INVOLVED IN COMMUNITY SCHOOLS v. SEATTLE SCHOOL DISTRICT NO. 1 et al.,5,-0.2,-1.0,-0.333333333,1.0,0.714285714,6/28/2007,5.0,4.0,1.0,-1,-1,0,1,1,-0.046385851,-0.025042396,-0.027043608,0.098024691,0.162113095,0.0,4.0,9.0,9.0,1,2.0,2.0,2,12.0,1,0,0,744,174,10,6,33,14,442,141,9,1,20,6,462,349,9,6,31,21,127,423,3,11,8,22,302,599,7,17,19,37,0.34,0.617,0.30303030303,0.428571428571,0,22.5454545455,12.4285714286,1,0.81045751634,0.18954248366,1,0.702127659574,0.297872340426,1,0.625,0.375,1,0.45,0.166666666667,1,22.1,23.5,-1,0.758147512864,0.241852487136,1,0.769230769231,0.230769230769,1,0.9,0.1,1,0.290322580645,0.285714285714,0,14.9032258065,16.619047619,-1,0.569667077682,0.430332922318,0,0.596153846154,0.403846153846,0,0.6,0.4,0,0.375,0.5,0,15.875,19.2272727273,-1,0.230909090909,0.769090909091,-1,0.266666666667,0.733333333333,-1,0.214285714286,0.785714285714,-1,0.368421052632,0.459459459459,0,15.8947368421,16.1891891892,-1,0.335183129856,0.664816870144,-1,0.339285714286,0.660714285714,-1,0.291666666667,0.708333333333,-1
05-983X,1,2/27/2007,2,2007,JACOB WINKELMAN A MINOR BY AND THROUGH HIS PARENTS AND LEGAL GUARDIANS JEFF AND SANDEE WINKELMAN et al. v. PARMA CITY SCHOOL DISTRICT,2,1.0,1.0,0.0,-0.777777778,-0.666666667,5/21/2007,7.0,2.0,1.0,1,-1,-1,0,-1,-0.091190476,0.045297619,0.180952381,-0.057779623,-0.00653753,0.0,4.0,6.0,6.0,1,1.0,9.0,2,2.0,1,1,1,0,808,0,14,1,45,187,119,2,3,7,6,72,26,4,2,4,2,637,442,9,6,33,19,617,168,14,4,38,15,0.484,0.709,0.0,0.311111111111,-1,0.0,17.9555555556,-1,0.0,1.0,-1,0.0217391304348,0.978260869565,-1,0.0,1.0,-1,0.285714285714,0.5,-1,26.7142857143,19.8333333333,1,0.611111111111,0.388888888889,1,0.538461538462,0.461538461538,0,0.4,0.6,0,1.0,1.0,0,18.0,13.0,1,0.734693877551,0.265306122449,1,0.666666666667,0.333333333333,1,0.666666666667,0.333333333333,1,0.272727272727,0.315789473684,0,19.303030303,23.2631578947,-1,0.590361445783,0.409638554217,0,0.634615384615,0.365384615385,1,0.6,0.4,0,0.368421052632,0.266666666667,0,16.2368421053,11.2,1,0.785987261146,0.214012738854,1,0.716981132075,0.283018867925,1,0.777777777778,0.222222222222,1
05-996X,-1,11/6/2006,11,2006,ROBERT LOUIS MARRAMA v. CITIZENS BANK OF MASSACHUSETTS et al.,3,-1.0,1.0,1.0,0.75,-0.090909091,2/21/2007,5.0,4.0,0.0,-1,-1,-1,1,-1,-0.007570654,-0.01848534,0.06,-0.040844518,0.029508929,0.0,1.0,1.0,1.0,1,1.0,2.0,8,2.0,1,0,0,485,59,16,1,34,4,405,62,11,1,23,4,93,34,3,2,6,3,232,780,4,12,14,38,616,153,15,11,42,15,0.472,0.643,0.470588235294,0.25,1,14.2647058824,14.75,-1,0.891544117647,0.108455882353,1,0.894736842105,0.105263157895,1,0.941176470588,0.0588235294118,1,0.478260869565,0.25,1,17.6086956522,15.5,1,0.867237687366,0.132762312634,1,0.851851851852,0.148148148148,1,0.916666666667,0.0833333333333,1,0.5,0.666666666667,0,15.5,11.3333333333,1,0.732283464567,0.267716535433,1,0.666666666667,0.333333333333,1,0.6,0.4,0,0.285714285714,0.315789473684,0,16.5714285714,20.5263157895,-1,0.229249011858,0.770750988142,-1,0.269230769231,0.730769230769,-1,0.25,0.75,-1,0.357142857143,0.733333333333,-1,14.6666666667,10.2,1,0.801040312094,0.198959687906,1,0.736842105263,0.263157894737,1,0.576923076923,0.423076923077,0
05-998X,0,10/10/2006,10,2006,UNITED STATES v. JUAN RESENDIZ-PONCE,13,0.5,0.75,-1.0,1.0,0.0,1/19/2007,8.0,1.0,1.0,0,1,-1,-1,1,0.030179937,0.273015873,-0.012134503,0.24212963,-0.096189693,2.0,9.0,9.0,9.0,1,2.0,4.0,1,11.0,1,0,0,576,858,8,15,28,53,120,276,3,10,6,19,282,127,8,1,18,6,187,123,1,2,8,6,129,289,7,5,9,20,0.097,0.874,0.285714285714,0.283018867925,0,20.5714285714,16.1886792453,1,0.401673640167,0.598326359833,0,0.345679012346,0.654320987654,-1,0.347826086957,0.652173913043,-1,0.5,0.526315789474,0,20.0,14.5263157895,1,0.30303030303,0.69696969697,-1,0.24,0.76,-1,0.230769230769,0.769230769231,-1,0.444444444444,0.166666666667,1,15.6666666667,21.1666666667,-1,0.689486552567,0.310513447433,1,0.75,0.25,1,0.888888888889,0.111111111111,1,0.125,0.333333333333,-1,23.375,20.5,1,0.603225806452,0.396774193548,1,0.571428571429,0.428571428571,0,0.333333333333,0.666666666667,-1,0.777777777778,0.25,1,14.3333333333,14.45,0,0.308612440191,0.691387559809,-1,0.310344827586,0.689655172414,-1,0.583333333333,0.416666666667,0
06-1005,0,10/3/2007,10,2007,UNITED STATES v. EFRAIN SANTOS AND BENEDICTO DIAZ,-5,-0.333333333,-1.0,0.6,0.666666667,-0.2,6/2/2008,5.0,4.0,0.0,-1,-1,0,1,0,0.201,0.118229167,-0.1925,-0.142585034,0.052945276,2.0,3.0,7.0,7.0,1,2.0,2.0,1,2.0,1,0,0,308,74,3,3,8,3,324,88,3,2,10,5,145,152,1,4,4,17,165,707,1,9,9,34,365,496,3,11,22,23,0.179,0.691,0.375,1.0,-1,38.5,24.6666666667,1,0.806282722513,0.193717277487,1,0.727272727273,0.272727272727,1,0.5,0.5,0,0.3,0.4,0,32.4,17.6,1,0.78640776699,0.21359223301,1,0.666666666667,0.333333333333,1,0.6,0.4,0,0.25,0.235294117647,0,36.25,8.94117647059,1,0.488215488215,0.511784511785,0,0.190476190476,0.809523809524,-1,0.2,0.8,-1,0.111111111111,0.264705882353,0,18.3333333333,20.7941176471,-1,0.189220183486,0.810779816514,-1,0.209302325581,0.790697674419,-1,0.1,0.9,-1,0.136363636364,0.478260869565,-1,16.5909090909,21.5652173913,-1,0.423925667828,0.576074332172,0,0.488888888889,0.511111111111,0,0.214285714286,0.785714285714,-1
06-102X,0,1/9/2007,1,2007,SINOCHEM INTERNATIONAL CO. LTD. v. MALAYSIA INTERNATIONAL SHIPPING CORPORATION,3,0.0,1.0,-1.0,-1.0,0.6,3/5/2007,9.0,0.0,1.0,0,1,-1,-1,1,0.0,0.00741688,0.194444444,0.0625,-0.06327381,1.0,1.0,3.0,3.0,1,1.0,5.0,9,2.0,1,0,0,0,0,0,0,1,1,275,466,3,5,15,20,215,0,6,0,6,1,145,15,6,0,9,1,213,453,3,5,10,21,0.01,0.84,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5,0.5,0,0.0,0.0,0,0.2,0.25,0,18.3333333333,23.3,-1,0.371120107962,0.628879892038,-1,0.428571428571,0.571428571429,0,0.375,0.625,-1,1.0,0.0,1,35.8333333333,0.0,1,1.0,0.0,1,0.857142857143,0.142857142857,1,1.0,0.0,1,0.666666666667,0.0,1,16.1111111111,15.0,1,0.90625,0.09375,1,0.9,0.1,1,1.0,0.0,1,0.3,0.238095238095,0,21.3,21.5714285714,-1,0.31981981982,0.68018018018,-1,0.322580645161,0.677419354839,-1,0.375,0.625,-1
06-1037,0,1/9/2008,1,2008,KY. RET. SYS. v. EEOC,13,-0.142857143,1.0,0.0,1.0,0.333333333,6/19/2008,5.0,4.0,1.0,0,0,-1,1,1,-0.078995169,0.056372549,0.21875,-0.079583333,0.464732143,5.0,2.0,6.0,6.0,1,2.0,4.0,2,10.0,1,1,0,836,574,13,7,45,27,216,216,2,1,8,4,228,0,2,0,10,1,124,218,1,2,6,7,54,127,1,4,4,13,0.33,0.482,0.288888888889,0.259259259259,0,18.5777777778,21.2592592593,-1,0.592907801418,0.407092198582,0,0.625,0.375,1,0.65,0.35,1,0.25,0.25,0,27.0,54.0,-1,0.5,0.5,0,0.666666666667,0.333333333333,1,0.666666666667,0.333333333333,1,0.2,0.0,0,22.8,0.0,1,1.0,0.0,1,0.909090909091,0.0909090909091,1,1.0,0.0,1,0.166666666667,0.285714285714,0,20.6666666667,31.1428571429,-1,0.362573099415,0.637426900585,-1,0.461538461538,0.538461538462,0,0.333333333333,0.666666666667,-1,0.25,0.307692307692,0,13.5,9.76923076923,1,0.298342541436,0.701657458564,-1,0.235294117647,0.764705882353,-1,0.2,0.8,-1
06-1082,1,1/14/2008,1,2008,VIRGINIA v. DAVID LEE MOORE,-3,1.0,-1.0,0.555555556,0.833333333,-0.764705882,4/23/2008,9.0,0.0,1.0,1,-1,1,1,-1,-0.294088799,0.025657895,0.019222689,0.18149529,-0.034024959,5.0,3.0,0.0,0.0,1,2.0,1.5,1,2.0,1,0,0,6,743,0,6,1,26,369,0,12,0,23,1,68,221,2,2,4,12,135,747,1,11,7,33,600,237,18,4,39,14,0.18,0.875,0.0,0.230769230769,-1,6.0,28.5769230769,-1,0.00801068090788,0.991989319092,-1,0.037037037037,0.962962962963,-1,0.0,1.0,-1,0.521739130435,0.0,1,16.0434782609,0.0,1,1.0,0.0,1,0.958333333333,0.0416666666667,1,1.0,0.0,1,0.5,0.166666666667,1,17.0,18.4166666667,-1,0.235294117647,0.764705882353,-1,0.25,0.75,-1,0.5,0.5,0,0.142857142857,0.333333333333,0,19.2857142857,22.6363636364,-1,0.15306122449,0.84693877551,-1,0.175,0.825,-1,0.0833333333333,0.916666666667,-1,0.461538461538,0.285714285714,0,15.3846153846,16.9285714286,-1,0.716845878136,0.283154121864,1,0.735849056604,0.264150943396,1,0.818181818182,0.181818181818,1
06-116X,0,1/8/2007,1,2007,ALICIA G. LIMTIACO ATTORNEY GENERAL OF GUAM v. FELIX P. CAMACHO GOVERNOR OF GUAM,10,-0.5,0.0,-0.2,0.2,0.0,3/27/2007,5.0,4.0,1.0,0,1,-1,0,1,-0.208611626,0.06617277,-0.353839286,0.186675824,0.070468074,0.0,0.0,9.0,9.0,1,2.0,9.0,8,11.0,1,0,0,314,240,2,6,17,18,226,415,2,6,10,22,218,130,8,1,11,5,266,288,0,12,13,21,113,297,1,6,6,18,0.484,0.92,0.117647058824,0.333333333333,-1,18.4705882353,13.3333333333,1,0.56678700361,0.43321299639,0,0.485714285714,0.514285714286,0,0.25,0.75,-1,0.2,0.272727272727,0,22.6,18.8636363636,1,0.352574102964,0.647425897036,-1,0.3125,0.6875,-1,0.25,0.75,-1,0.727272727273,0.2,1,19.8181818182,26.0,-1,0.626436781609,0.373563218391,1,0.6875,0.3125,1,0.888888888889,0.111111111111,1,0.0,0.571428571429,-1,20.4615384615,13.7142857143,1,0.480144404332,0.519855595668,0,0.382352941176,0.617647058824,-1,0.0,1.0,-1,0.166666666667,0.333333333333,0,18.8333333333,16.5,1,0.275609756098,0.724390243902,-1,0.25,0.75,-1,0.142857142857,0.857142857143,-1
06-1164,0,11/6/2007,11,2007,JOHN R. SAND & GRAVEL COMPANY v. UNITED STATES,0,-0.333333333,0.4,0.333333333,-0.428571429,-1.0,1/8/2008,7.0,2.0,0.0,0,1,0,-1,-1,-0.010061612,0.144831355,-0.066071429,0.393516731,0.033067043,0.0,2.0,13.0,13.0,1,1.5,-1.0,9,11.0,1,0,0,257,244,6,5,10,10,372,615,1,6,17,27,127,108,2,1,7,5,504,114,5,1,22,5,372,0,5,0,12,1,0.375,0.44,0.6,0.5,0,25.7,24.4,1,0.512974051896,0.487025948104,0,0.5,0.5,0,0.545454545455,0.454545454545,0,0.0588235294118,0.222222222222,0,21.8823529412,22.7777777778,-1,0.376899696049,0.623100303951,-1,0.386363636364,0.613636363636,-1,0.142857142857,0.857142857143,-1,0.285714285714,0.2,0,18.1428571429,21.6,-1,0.540425531915,0.459574468085,0,0.583333333333,0.416666666667,0,0.666666666667,0.333333333333,1,0.227272727273,0.2,0,22.9090909091,22.8,0,0.815533980583,0.184466019417,1,0.814814814815,0.185185185185,1,0.833333333333,0.166666666667,1,0.416666666667,0.0,1,31.0,0.0,1,1.0,0.0,1,0.923076923077,0.0769230769231,1,1.0,0.0,1
06-1181,0,1/7/2008,1,2008,DADA v. MUKASEY,2,0.384615385,0.333333333,0.333333333,-0.636363636,0.142857143,6/16/2008,5.0,4.0,1.0,1,0,0,-1,-1,-0.009451267,0.13504902,0.100175866,0.176301843,-0.136460008,9.0,2.0,5.0,5.0,1,1.0,2.0,2,2.0,1,1,0,230,575,12,16,19,49,269,263,8,3,15,15,119,171,4,5,6,11,688,55,13,2,30,4,385,224,5,1,24,14,0.094,0.806,0.631578947368,0.326530612245,1,12.1052631579,11.7346938776,1,0.285714285714,0.714285714286,-1,0.279411764706,0.720588235294,-1,0.428571428571,0.571428571429,0,0.533333333333,0.2,1,17.9333333333,17.5333333333,1,0.505639097744,0.494360902256,0,0.5,0.5,0,0.727272727273,0.272727272727,1,0.666666666667,0.454545454545,1,19.8333333333,15.5454545455,1,0.410344827586,0.589655172414,0,0.352941176471,0.647058823529,-1,0.444444444444,0.555555555556,0,0.433333333333,0.5,0,22.9333333333,13.75,1,0.92597577389,0.0740242261104,1,0.882352941176,0.117647058824,1,0.866666666667,0.133333333333,1,0.208333333333,0.0714285714286,0,16.0416666667,16.0,0,0.632183908046,0.367816091954,1,0.631578947368,0.368421052632,1,0.833333333333,0.166666666667,1
06-1195,0,12/5/2007,12,2007,BOUMEDIENE v. BUSH,14,0.666666667,0.333333333,0.0,-0.555555556,-0.692307692,6/12/2008,5.0,4.0,1.0,1,0,0,-1,-1,-0.178642506,0.137063492,0.045535714,-0.184237213,0.107175806,9.0,0.0,12.0,12.0,1,1.0,2.0,1,12.0,1,0,0,230,847,1,8,5,34,195,291,3,1,8,12,119,169,5,3,5,9,570,209,13,4,22,11,552,69,5,4,26,4,0.403,0.868,0.2,0.235294117647,0,46.0,24.9117647059,1,0.213556174559,0.786443825441,-1,0.128205128205,0.871794871795,-1,0.111111111111,0.888888888889,-1,0.375,0.0833333333333,1,24.375,24.25,0,0.401234567901,0.598765432099,0,0.4,0.6,0,0.75,0.25,1,1.0,0.333333333333,1,23.8,18.7777777778,1,0.413194444444,0.586805555556,0,0.357142857143,0.642857142857,-1,0.625,0.375,1,0.590909090909,0.363636363636,1,25.9090909091,19.0,1,0.731707317073,0.268292682927,1,0.666666666667,0.333333333333,1,0.764705882353,0.235294117647,1,0.192307692308,1.0,-1,21.2307692308,17.25,1,0.888888888889,0.111111111111,1,0.866666666667,0.133333333333,1,0.555555555556,0.444444444444,0
06-1204,1,3/17/2008,3,2008,PHILIPPINES v. PIMENTEL,-2,1.0,0.428571429,-0.142857143,-1.0,0.0,6/12/2008,7.0,2.0,1.0,1,1,-1,-1,1,0.117381326,0.037857529,0.051339286,0.128604775,0.1921875,0.0,0.0,9.0,9.0,1,2.0,2.0,9,12.0,1,0,0,0,754,0,8,1,29,281,721,11,4,15,30,228,94,6,1,13,4,355,162,3,2,15,9,29,91,2,1,2,4,0.164,0.942,0.0,0.275862068966,-1,0.0,26.0,-1,0.0,1.0,-1,0.0333333333333,0.966666666667,-1,0.0,1.0,-1,0.733333333333,0.133333333333,1,18.7333333333,24.0333333333,-1,0.280439121756,0.719560878244,-1,0.333333333333,0.666666666667,-1,0.733333333333,0.266666666667,1,0.461538461538,0.25,1,17.5384615385,23.5,-1,0.708074534161,0.291925465839,1,0.764705882353,0.235294117647,1,0.857142857143,0.142857142857,1,0.2,0.222222222222,0,23.6666666667,18.0,1,0.68665377176,0.31334622824,1,0.625,0.375,1,0.6,0.4,0,1.0,0.25,1,14.5,22.75,-1,0.241666666667,0.758333333333,-1,0.333333333333,0.666666666667,-1,0.666666666667,0.333333333333,1
06-1221,1,12/3/2007,12,2007,SPRINT/UNITED MANAGEMENT COMPANY v. ELLEN MENDELSOHN,-17,0.272727273,-1.0,-0.75,0.25,-0.2,2/26/2008,9.0,0.0,1.0,0,-1,-1,0,0,-0.140938127,0.129651163,0.074836601,-0.056798478,0.0043195,1.0,11.0,10.0,10.0,1,2.0,4.0,2,11.0,1,0,0,517,500,8,6,25,30,570,21,7,1,30,3,328,122,12,1,22,7,539,725,14,18,24,46,477,374,13,7,36,24,0.03,0.888,0.32,0.2,0,20.68,16.6666666667,1,0.508357915438,0.491642084562,0,0.454545454545,0.545454545455,0,0.571428571429,0.428571428571,0,0.233333333333,0.333333333333,0,19.0,7.0,1,0.964467005076,0.0355329949239,1,0.909090909091,0.0909090909091,1,0.875,0.125,1,0.545454545455,0.142857142857,1,14.9090909091,17.4285714286,-1,0.728888888889,0.271111111111,1,0.758620689655,0.241379310345,1,0.923076923077,0.0769230769231,1,0.583333333333,0.391304347826,0,22.4583333333,15.7608695652,1,0.426424050633,0.573575949367,0,0.342857142857,0.657142857143,-1,0.4375,0.5625,0,0.361111111111,0.291666666667,0,13.25,15.5833333333,-1,0.560517038778,0.439482961222,0,0.6,0.4,0,0.65,0.35,1
06-1249,1,11/3/2008,11,2008,WYETH v. DIANA LEVINE,9,-1.0,-1.0,-0.333333333,0.5,0.5,3/4/2009,6.0,3.0,0.0,0,-1,0,1,1,0.103950786,0.103468123,0.022959184,0.069015152,0.018203857,1.0,0.0,0.0,0.0,1,2.0,2.0,10,8.0,1,1,0,227,305,3,4,14,23,229,27,6,1,13,1,186,127,4,2,11,3,156,366,0,2,7,17,151,701,7,13,9,41,0.363,0.876,0.214285714286,0.173913043478,0,16.2142857143,13.2608695652,1,0.426691729323,0.573308270677,0,0.378378378378,0.621621621622,-1,0.428571428571,0.571428571429,0,0.461538461538,1.0,-1,17.6153846154,27.0,-1,0.89453125,0.10546875,1,0.928571428571,0.0714285714286,1,0.857142857143,0.142857142857,1,0.363636363636,0.666666666667,-1,16.9090909091,42.3333333333,-1,0.594249201278,0.405750798722,0,0.785714285714,0.214285714286,1,0.666666666667,0.333333333333,1,0.0,0.117647058824,0,22.2857142857,21.5294117647,1,0.298850574713,0.701149425287,-1,0.291666666667,0.708333333333,-1,0.0,1.0,-1,0.777777777778,0.317073170732,1,16.7777777778,17.0975609756,-1,0.177230046948,0.822769953052,-1,0.18,0.82,-1,0.35,0.65,-1
06-1286,0,11/27/2007,11,2007,MICHAEL J. KNIGHT TRUSTEE OF THE WILLIAM L. RUDKIN TESTAMENTARY TRUST v. COMMISSIONER OF INTERNAL REVENUE,10,0.333333333,0.333333333,-0.333333333,-0.076923077,0.25,1/16/2008,9.0,0.0,0.0,0,0,-1,-1,1,0.059704724,0.034246716,0.198028274,0.0720981,-0.086032145,8.0,2.0,-1.0,2.0,0,2.0,2.0,12,2.0,1,1,0,393,425,4,6,21,29,222,287,4,7,12,20,247,69,7,2,14,5,676,391,12,10,39,23,233,884,4,12,17,47,0.493,0.605,0.190476190476,0.206896551724,0,18.7142857143,14.6551724138,1,0.4804400978,0.5195599022,0,0.42,0.58,0,0.4,0.6,0,0.333333333333,0.35,0,18.5,14.35,1,0.436149312377,0.563850687623,0,0.375,0.625,-1,0.363636363636,0.636363636364,-1,0.5,0.4,0,17.6428571429,13.8,1,0.78164556962,0.21835443038,1,0.736842105263,0.263157894737,1,0.777777777778,0.222222222222,1,0.307692307692,0.434782608696,0,17.3333333333,17.0,1,0.633552014995,0.366447985005,1,0.629032258065,0.370967741935,1,0.545454545455,0.454545454545,0,0.235294117647,0.255319148936,0,13.7058823529,18.8085106383,-1,0.208594449418,0.791405550582,-1,0.265625,0.734375,-1,0.25,0.75,-1
06-1321,0,2/19/2008,2,2008,MYRNA GOMEZ-PEREZ v. JOHN E. POTTER POSTMASTER GENERAL,12,0.0,0.714285714,0.0,-0.090909091,-0.777777778,5/27/2008,6.0,3.0,1.0,-1,1,0,-1,-1,-0.112425595,0.129897959,0.0,0.054391018,-0.044773065,11.0,2.0,1.0,1.0,1,1.0,2.0,2,2.0,1,0,0,463,268,13,5,32,16,165,755,1,12,10,31,0,0,0,0,1,1,574,275,4,5,23,12,430,75,9,3,33,6,0.14,0.549,0.40625,0.3125,0,14.46875,16.75,-1,0.633378932969,0.366621067031,1,0.666666666667,0.333333333333,1,0.722222222222,0.277777777778,1,0.1,0.387096774194,-1,16.5,24.3548387097,-1,0.179347826087,0.820652173913,-1,0.243902439024,0.756097560976,-1,0.0769230769231,0.923076923077,-1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5,0.5,0,0.0,0.0,0,0.173913043478,0.416666666667,-1,24.9565217391,22.9166666667,1,0.676089517079,0.323910482921,1,0.657142857143,0.342857142857,1,0.444444444444,0.555555555556,0,0.272727272727,0.5,-1,13.0303030303,12.5,1,0.851485148515,0.148514851485,1,0.846153846154,0.153846153846,1,0.75,0.25,1
